,videoId,scanTimestamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch
71,yXuEz2Az0Pw,1702825586.4943883,2023-12-13T07:15:04-08:00,475K subscribers,21,1104,Recently Trending,Gaming,FR,"307,826 views",25K,624,True,"['Savun', 'Test en carton', 'TEC', 'avis', 'critique', 'review', 'savun', 'vayke', 'test', 'tec', 'test en carton', 'video test', 'ajestic', 'test dark souls', 'dark souls 3', 'dark souls 2', 'test starfield', 'avis starfield', 'starfield', 'bethesda', 'tod howard', 'todd howard', 'skyrim', 'fallout', 'ovlibion', 'xbox', 'phil spencer', 'microsoft', 'xbox series x', 'xbox series', 'playstation', 'PS5', 'playstation 5']",1
72,UUYtl783ZS0,1702825586.4943883,2023-12-05T10:00:20-08:00,441K subscribers,22,7361,Recently Trending,Music,FR,"824,204 views",23K,692,True,"['humour', 'emission', 'lateshow', 'live', 'stream', 'streaming', 'interview', 'happening', 'maximebiaggi', 'grimkujow', 'twitch']",1
73,TAKjuokhpyg,1702825586.4943883,2023-12-15T09:00:02-08:00,4.39M subscribers,23,214,Recently Trending,Music,FR,"217,073 views",13K,624,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",1
74,H8xAfHCfrng,1702825586.4943883,2023-12-14T09:36:15-08:00,3.32M subscribers,24,148,Recently Trending,Music,FR,"639,261 views",24K,1.4K,False,,1
75,CsypIF2PxhU,1702825586.4943883,2023-12-15T09:00:04-08:00,1.5M subscribers,25,1860,Recently Trending,Entertainment,FR,"169,062 views",21K,875,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",1
76,W40REQBKK3g,1702825586.4943883,2023-12-13T05:00:24-08:00,20.1M subscribers,26,72,Recently Trending,Gaming,FR,"4,172,754 views",115K,3.7K,True,"['clash of clans', 'COC', 'Clash of Clans Gameplay', 'Clash of Clans Strategy', 'Clash of Clans Animation', 'Clash of Clans Commercial', 'Clash of Clans Attacks', 'Clash of Clans Town Hall', 'Hog Rider', 'PEKKA', 'Clan Wars', 'season challenges', 'clan war leagues', 'clash on', 'clan game', 'clan games', 'clash-a-rama', 'clasharama', 'root rider', 'town hall 16', 'th16', 'clash of clans new update', 'coc animation']",1
77,7gA9o4myieI,1702825586.4943883,2023-12-10T09:00:10-08:00,270K subscribers,27,9940,Recently Trending,Comedy,FR,"252,059 views",6.4K,982,True,"['Seb Mellia', 'Humour', 'stand up', 'sketch', 'one man show', 'spectacle', 'vlog', 'podcast', '4 comiques dans le vent', 'Seb Mellia ne perd jamais', 'impro', 'show', 'drole', 'humoriste', 'divertissement', 'émission', 'Jerome Niel', 'Maxime', 'Blandine Lehout', 'Quick n toast', 'bagarre', 'couple', 'Amsterdam', 'Japon', 'La Ferme Celebrité']",1
78,OHmZTdMFTEc,1702825586.4943883,2023-12-12T09:00:02-08:00,4.59M subscribers,28,1293,Recently Trending,Science & Technology,FR,"770,410 views",31K,868,True,"['dr nozman', 'nozman', 'blob']",1
79,nxZsomptNw0,1702825586.4943883,2023-12-14T07:00:42-08:00,885K subscribers,29,157,Recently Trending,Music,FR,"482,651 views",12K,408,False,,1
80,jx2p0Z6ITuA,1702825586.4943883,2023-12-14T03:00:38-08:00,932K subscribers,30,194,Recently Trending,Music,FR,"121,173 views",5.4K,920,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",1
81,BOQ1FdoBBmI,1702825586.4943883,2023-12-16T00:59:24-08:00,849K subscribers,31,719,Recently Trending,Film & Animation,FR,"197,156 views",25K,1K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",1
82,HGOlFdFDNU8,1702825586.4943883,2023-12-14T09:00:12-08:00,129K subscribers,32,1078,Recently Trending,Music,FR,"225,157 views",10K,266,True,"['interlude', 'rap français', 'interview', 'interview rap', 'fan vs artiste', 'Kaaris', 'Or Noir']",1
83,Zsk3yyNPTZE,1702825586.4943883,2023-12-13T09:00:27-08:00,1.93M subscribers,33,596,Recently Trending,Comedy,FR,"232,446 views",19K,302,True,"['montreux comedy festival', 'montreux', 'comedy', 'festival', 'humour', 'stand-up', 'Montreux Comedy', 'humoriste', 'sketch', 'sketch drôle', 'humoriste français', 'humour francophone', 'Humour Suisse', 'Humour Belge', 'dycoco comedy club', 'lillarious festival', 'gf productions', 'Montreux Comedy Encore', 'Exclam montréal', 'jerem', 'jeremy nadeau']",1
84,906WW24TSP8,1702825586.4943883,2023-12-14T09:09:30-08:00,333K subscribers,34,1305,Recently Trending,Entertainment,FR,"133,434 views",13K,111,False,"['Henry Tran', 'Henrirejaune', 'Kevin Tran', 'Le Rire Jaune', 'SuperHenryTran', 'SuperKevinTran', 'Twitch', 'Best Of', 'Gaming', 'Jeu vidéo', 'Squeezie', 'Squeezie Gaming', 'Inoxtag 2.0', 'MichouOff', 'Locklear', 'Doigby', 'Gotaga', 'GotagaTV']",1
85,Yr4wNWfEVBM,1702825586.4943883,2023-12-16T00:00:16-08:00,199K subscribers,35,1481,Recently Trending,People & Blogs,FR,"123,481 views",12K,343,True,,1
86,E99ffL9wwEQ,1702825586.4943883,2023-12-02T05:30:08-08:00,7.05M subscribers,36,2078,Recently Trending,Entertainment,FR,"2,375,195 views",162K,4.8K,True,"['INOXTAG', 'INOX', 'CROUTON', 'Quête mystère inox', 'Mission mystère inox', 'Inoxtag missions', 'inoxtag coiffeur', 'inoxtag vente aux encheres', 'inoxtag hopital', 'grimkujow', 'grim', 'grim inox', 'inoxtag grim', 'maxime biaggi', 'maxime biaggi inox']",1
87,n_Dd7h_7cOM,1702825586.4943883,2023-12-15T09:00:47-08:00,987K subscribers,37,181,Recently Trending,Music,FR,"212,724 views",7.3K,189,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",1
88,jTMoBe0vFN4,1702825586.4943883,2023-12-13T14:21:31-08:00,2.04M subscribers,38,614,Recently Trending,Sports,FR,"680,340 views",10K,633,True,"['Foot', 'Football', 'résumé', 'highlights', 'but', 'buts', 'uefa', 'champions league', 'Newcastle', 'ac milan', 'AC Milan', 'Milan', 'Mike Maignan', 'Theo Hernandez', 'Davide Calabria', 'Simon Kjaer', 'Fikayo Tomori', 'Yunus Musah', 'Yacine Adli', 'Tijani Reijnders', 'Christian Pulisic', 'Rafael Leao', 'Olivier Giroud', 'Ruben Loftus-Cheek', 'Pierre Kalulu', 'Ismael Bennacer', 'Alexander Isak', 'Anthony Gordon', 'Miguel Almiron', 'Bruno Guimaraes', 'Joelinton', 'Kieran Trippier', 'Samuel Chukwueze']",1
89,9RhWXPcKBI8,1702825586.4943883,2023-12-16T09:00:01-08:00,219M subscribers,39,1627,Recently Trending,Entertainment,FR,"43,291,961 views",2.4M,45K,True,,1
90,E9cGbRGiXCw,1702825586.4943883,2023-12-14T08:00:08-08:00,791K subscribers,40,1346,Recently Trending,People & Blogs,FR,"185,486 views",9.6K,120,True,,1
91,AzmDNvoQc0g,1702825586.4943883,2023-12-14T15:01:09-08:00,2.47M subscribers,41,207,Recently Trending,Music,FR,"264,493 views",5.5K,326,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",1
92,dX6k3M_Hrdg,1702825586.4943883,2023-12-02T02:02:00-08:00,5.78M subscribers,42,1275,Recently Trending,Comedy,FR,"2,610,897 views",219K,3K,True,"['Mastu', 'Mastus', 'Humour', 'Matsu', 'loat', 'mastu anecdotes', 'anecdote', 'mastu raciste', 'mastu racisme']",1
93,HfuNf9F0Ivc,1702825586.4943883,2023-11-30T09:15:01-08:00,2.5M subscribers,43,2156,Recently Trending,Autos & Vehicles,FR,"2,648,805 views",166K,3.5K,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'rond point', 'vol', 'airline', '160km/h', 'XC90', 'Volvo', 'delarte', 'pizza', 'cascade', 'bmw', 'peugeot', 'vilebrequin rond point', 'vilebrequin cascade']",1
94,cNiuwEoE_zc,1702825586.4943883,2023-12-13T14:02:59-08:00,1.38M subscribers,44,338,Recently Trending,Sports,FR,"253,926 views",Like,237,False,,1
95,rBBS2U3_pv0,1702825586.4943883,2023-12-14T09:00:45-08:00,206K subscribers,45,3420,Recently Trending,Entertainment,FR,"176,938 views",16K,427,False,,1
96,N52AtAHkFCY,1702825586.4943883,2023-12-13T03:00:28-08:00,247K subscribers,46,2554,Recently Trending,Entertainment,FR,"155,831 views",6.4K,364,False,,1
97,iFDN9N-GIrw,1702825586.4943883,2023-12-16T02:05:05-08:00,749K subscribers,0,60,Short,Entertainment,FR,"463,076 views",Like,358,True,,1
98,_Q4pcR5H2OE,1702825586.4943883,2023-12-16T01:30:17-08:00,289K subscribers,1,60,Short,Entertainment,FR,"301,071 views",51K,442,True,,1
99,3mHwQzN2Po4,1702825586.4943883,2023-12-16T09:31:09-08:00,1.76M subscribers,2,52,Short,People & Blogs,FR,"261,235 views",16K,58,True,,1
100,9AYGP5imeWk,1702825586.4943883,2023-12-16T07:02:32-08:00,319K subscribers,3,60,Short,Entertainment,FR,"227,126 views",14K,22,True,,1
101,IMsEt4YBF3Q,1702825586.4943883,2023-12-16T09:20:20-08:00,22.4K subscribers,4,42,Short,Gaming,FR,"130,120 views",9.3K,23,False,,1
102,MBJFLl4j9K4,1702825586.4943883,2023-12-16T07:57:59-08:00,146K subscribers,5,34,Short,People & Blogs,FR,"146,461 views",19K,54,False,,1
103,eX69zMjtCYE,1702825586.4943883,2023-12-15T09:00:44-08:00,1.01M subscribers,6,25,Short,People & Blogs,FR,"534,675 views",42K,217,True,,1
104,fH77tYRRZsE,1702825586.4943883,2023-12-16T13:45:54-08:00,301K subscribers,7,58,Short,Entertainment,FR,"174,737 views",22K,192,True,,1
105,eoxMi1RoSJ0,1702825586.4943883,2023-12-16T01:00:26-08:00,231K subscribers,8,60,Short,Gaming,FR,"161,646 views",9.9K,69,True,,1
106,rBGRhX91fJ0,1702825586.4943883,2023-12-16T03:22:49-08:00,1.58M subscribers,9,14,Short,Comedy,FR,"317,543 views",28K,378,True,"['#trend', '#rayban', '#meta', '#raybanmeta', '#loufitlove', '#liloufitlove', '#short']",1
107,8hMzYW_MDm0,1702825586.4943883,2023-12-15T07:00:06-08:00,362K subscribers,10,59,Short,Entertainment,FR,"265,236 views",27K,253,True,"['animaux', 'animaux drole', 'animaux de la ferme', 'betisier animaux', 'essayer de ne pas rire animaux', 'video drole animaux', 'la vie privée des animaux', 'les animaux', 'essaye de ne pas rire animaux', 'animaux rigolo', 'animaux qui parle', 'video drole animaux chat', 'la vie des animaux', 'essayez de ne pas rire animaux', 'la vie secrète des animaux', 'animaux droles', 'video drole chien', 'video drole', 'essayer de ne pas rire', 'essaye de ne pas rire', 'video drole a mourir de rire', 'drôles', 'chat drole']",1
108,wD3h9ZAa6sc,1702825586.4943883,2023-12-16T04:11:34-08:00,475K subscribers,11,18,Short,Gaming,FR,"43,520 views",5.5K,41,True,"['starfield', 'tec', 'savun', 'test en carton', 'bethesda', 'coulisses']",1
109,pHtuzG91bHU,1702825586.4943883,2023-12-16T01:30:12-08:00,274K subscribers,12,59,Short,People & Blogs,FR,"54,949 views",1.7K,10,True,"['Redouane', 'Redouane bougheraba', 'bougheraba', 'redouanebougheraba']",1
110,17L_OB1HVVk,1702825586.4943883,2023-12-16T00:32:59-08:00,87.2K subscribers,13,60,Short,People & Blogs,FR,"83,747 views",3.3K,699,False,,1
111,sWUpwzfP1Pc,1702825586.4943883,2023-12-16T03:00:42-08:00,342K subscribers,14,50,Short,Gaming,FR,"77,276 views",10K,157,True,"['brawl stars', 'brawl stars fr', 'corbac', 'crow', 'hypercharge', 'survivant', 'top 1']",1
0,usTqmg0xNZY,1702825921.7941155,2023-12-15T08:22:26-08:00,7.23M subscribers,0,2246,Now,Entertainment,FR,"1,436,517 views",142K,4.1K,True,"['mcfly', 'carlito', 'golden moustache', 'fatshow', 'badass', 'dab', ""j'effectue"", 'le', 'et', 'on', 'appelle', 'des', 'gens', 'au', 'hasard']",2
1,9RhWXPcKBI8,1702825921.7941155,2023-12-16T09:00:01-08:00,219M subscribers,1,1627,Now,Entertainment,FR,"43,340,075 views",2.4M,45K,True,,2
2,6oLB9vDNvI0,1702825921.7941155,2023-12-15T09:47:00-08:00,2.1M subscribers,0,394,Now,Entertainment,FR,"515,437 views",14K,514,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",2
3,OBgUnwkPivg,1702825921.7941155,2023-12-15T09:22:32-08:00,1.95M subscribers,1,509,Now,People & Blogs,FR,"684,297 views",5.4K,606,False,"['guy marchand', 'hommage', 'patrick sébastien']",2
4,BOQ1FdoBBmI,1702825921.7941155,2023-12-16T00:59:24-08:00,849K subscribers,2,719,Now,Film & Animation,FR,"197,210 views",25K,1K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",2
5,HCJ2WHNpQqc,1702825921.7941155,2023-12-15T03:00:17-08:00,1.2M subscribers,3,171,Now,Music,FR,"395,998 views",30K,874,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",2
6,Yr4wNWfEVBM,1702825921.7941155,2023-12-16T00:00:16-08:00,199K subscribers,4,1481,Now,People & Blogs,FR,"123,515 views",12K,343,True,,2
7,5jrMwhmYW1A,1702825921.7941155,2023-12-14T07:56:41-08:00,154K subscribers,5,151,Now,Comedy,FR,"732,642 views",38K,1.8K,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",2
8,TAu19lI1LMg,1702825921.7941155,2023-12-16T01:00:31-08:00,859K subscribers,6,974,Now,Entertainment,FR,"133,355 views",6.7K,184,True,"['motocross', 'électrique', 'stark', 'varg', 'unboxing', 'présentation', 'cross', 'supermoto', 'supermot', 'crossbitume', 'bitume', 'wheeling', 'stunt', 'stoppie', 'electric', 'essai', 'test', 'bikelife']",2
9,sQfMhglH4_g,1702825921.7941155,2023-12-16T01:00:29-08:00,431K subscribers,7,1145,Now,People & Blogs,FR,"70,647 views",6.8K,103,True,"['Stervio', 'fr', 'agriculture', 'nouvelle voiture', 'kangoo', 'nettoyage', 'ferme', 'rabaud', 'balayeuse', 'mecanique']",2
10,oByOOqDerrM,1702825921.7941155,2023-12-15T10:00:06-08:00,1.14M subscribers,8,1800,Now,Entertainment,FR,"294,332 views",21K,310,False,,2
11,EUtsTZK0YuY,1702825921.7941155,2023-12-15T08:00:14-08:00,624K subscribers,9,1106,Now,Entertainment,FR,"666,625 views",18K,1.1K,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",2
12,jclw_cAtcIg,1702825921.7941155,2023-12-15T09:00:09-08:00,225K subscribers,10,171,Now,Music,FR,"229,048 views",20K,827,False,,2
13,TAKjuokhpyg,1702825921.7941155,2023-12-15T09:00:02-08:00,4.39M subscribers,11,214,Now,Music,FR,"217,351 views",13K,625,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",2
14,CsypIF2PxhU,1702825921.7941155,2023-12-15T09:00:04-08:00,1.5M subscribers,12,1860,Now,Entertainment,FR,"169,189 views",21K,875,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",2
15,iKvxt5kpqK4,1702825921.7941155,2023-12-16T01:14:07-08:00,403K subscribers,13,934,Now,Gaming,FR,"89,072 views",2.6K,79,True,"['minecraft', 'awariz', 'awariz minecraft', 'awaris', 'awa', 'awari', 'awarie', 'awarise', 'awarize', 'avari', 'avarie', 'avarise', 'avariz', 'avarize', 'avaris', 'je rencontre', 'rencontre', 'recontre sur minecraft', 'soeur', 'soeur de talcado', 'talcado', 'talcado soeur', 'talcado awariz', 'talcado sur minecraft', 'awariz et talcado minecraft']",2
16,n_Dd7h_7cOM,1702825921.7941155,2023-12-15T09:00:47-08:00,987K subscribers,14,181,Now,Music,FR,"213,056 views",7.3K,189,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",2
17,0VRHcvALBTk,1702825921.7941155,2023-12-14T23:00:00-08:00,194K subscribers,15,322,Now,Howto & Style,FR,"339,328 views",1.8K,,False,,2
18,YG3EhWlBaoI,1702825921.7941155,2023-12-14T18:31:24-08:00,3.21M subscribers,16,209,Now,Music,FR,"8,043,779 views",650K,78K,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",2
19,-AwEiuiOm7I,1702825921.7941155,2023-12-15T03:10:51-08:00,1.02M subscribers,17,1347,Now,Entertainment,FR,"160,526 views",12K,485,True,,2
20,yqe_CvveRgU,1702825921.7941155,2023-12-15T11:43:16-08:00,409K subscribers,18,1995,Now,Gaming,FR,"91,273 views",5.6K,667,True,"['need for speed', 'nfs', 'need for speed unbound', 'need for speed histoire', 'documentaire', 'déchéance need for speed', 'conkerax', 'jeux vidéo', 'course', 'jeu de course', 'voiture', 'la', 'de', 'speed', 'history', 'need for speed underground', 'most wanted', 'need for speed most wanted remake', 'need for speed underground 2', 'retrogaming francais']",2
21,ULQuu2fU_3w,1702825921.7941155,2023-12-16T02:00:17-08:00,426K subscribers,19,1529,Now,Entertainment,FR,"99,174 views",5.3K,117,True,"['pierre croce', 'benjamin verrecchia', 'lucas studio', 'camille lv', 'la maison', 'maison grise', 'la maison grise', 'fred van long', 'guillaume santin', 'petit voyou', 'pierre croce volume 2', 'valentin squirelo', 'vlog', 'coulisses', 'making-of', 'alaia']",2
22,fnGcuLPlJRU,1702825921.7941155,2023-12-15T11:00:17-08:00,165K subscribers,20,910,Now,Sports,FR,"111,902 views",6.3K,368,False,"['fitness', 'motivation', 'bodybuilding', 'mr. olympia', 'essan', 'stephane', '2023', '2024']",2
23,FTc7QNjjLrQ,1702825921.7941155,2023-12-15T06:00:35-08:00,899K subscribers,21,175,Now,Music,FR,"204,889 views",5.3K,577,False,"['Gambino', 'Gambino Alicante', 'Gambino 2021', 'Gambino Jul', 'alicante', 'jul', 'naps', 'Gambino featuring', 'sous les cocotiers', 'punta cana', 'rio de janeiró', 'Gambino Marseille', 'Gambi', 'Total ndé', 'gombino', 'Wesh wesh', 'Best life', 'Sch', 'Soolking', 'Lacrim', 'Trend', 'Gambino masterclass', 'Dinos', 'gambino', 'règlement de compte', 'kalash', 'booba', 'la faille', 'Tropico', 'Casanova', 'Hit', 'Summer', 'Elrubiusomg', 'Marseille', 'Good bye', 'Alicante', 'Lacrapulerie', 'elgrandetoto', 'morad', 'beny jr', 'sigue']",2
24,mr-1FhjU6xg,1702825921.7941155,2023-12-15T08:59:44-08:00,4.92M subscribers,22,1995,Now,Entertainment,FR,"472,425 views",23K,649,True,"['cyril', 'cyrilmp4', 'pires', 'consoles', 'fake playstation', 'fake consoles', ""j'ai acheté"", 'games', 'ps5', 'fake']",2
25,7RhXyzrxizI,1702825921.7941155,2023-12-15T09:00:10-08:00,430K subscribers,23,1012,Now,Entertainment,FR,"73,724 views",5.4K,532,True,"['Stormette', 'Charlene', 'Sport', 'Fitness', 'Montpellier', 'Maquillage', 'Mode', 'Vlog']",2
26,ho71_Xj6tEc,1702825921.7941155,2023-12-15T07:59:42-08:00,737K subscribers,24,195,Now,Music,FR,"195,386 views",4.2K,245,False,"['benab', 'pop', 'urbaine']",2
27,jx2p0Z6ITuA,1702825921.7941155,2023-12-14T03:00:38-08:00,932K subscribers,25,194,Now,Music,FR,"121,280 views",5.4K,920,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",2
28,O1d2DYZZrek,1702825921.7941155,2023-12-14T21:00:04-08:00,77.1M subscribers,26,230,Now,Music,FR,"5,278,878 views",789K,33K,False,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin', '어셔', '어셔 정국', 'usher jk', 'jk', 'jk bts', 'jk standing next to you', 'usher remix']",2
29,8X0MgfRPosA,1702825921.7941155,2023-12-15T09:50:46-08:00,5.42M subscribers,27,1235,Now,Entertainment,FR,"926,799 views",62K,995,True,"['seb la frite', 'seb', 'ce mec', 'seblafrite', 'sebastien frit', 'histoire', 'incroyable', 'mystère', 'musique', 'documentaire', 'festival', 'tourne mal', 'astroworld', 'glastonbury', 'love parade', 'vestiville', 'fyre festival', 'woodstock 99', 'altamont 69']",2
30,VJ8PgHUxTG8,1702825921.7941155,2023-12-15T09:00:02-08:00,58.1K subscribers,28,210,Now,Music,FR,"45,864 views",2.3K,137,False,,2
31,H8xAfHCfrng,1702825921.7941155,2023-12-14T09:36:15-08:00,3.32M subscribers,29,148,Now,Music,FR,"639,495 views",24K,1.4K,False,,2
32,klLgS3g3niI,1702825921.7941155,2023-12-15T09:00:46-08:00,542K subscribers,30,549,Now,Entertainment,FR,"138,526 views",5.1K,189,True,"['Actualité', 'Yann Barthes', 'Quotidien', 'Quotidien Premiere Partie', 'TF1', 'TMC', 'Tiakola', 'Gazo', 'Tiakola et Gazo', 'rap', 'rappeurs', 'album', 'la melo est gangx', 'artistes', 'chanteurs', 'interview']",2
33,AzmDNvoQc0g,1702825921.7941155,2023-12-14T15:01:09-08:00,2.47M subscribers,31,207,Now,Music,FR,"264,762 views",5.6K,326,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",2
34,36zQmvL_2YA,1702825921.7941155,2023-12-15T09:00:03-08:00,4.33M subscribers,32,851,Now,Entertainment,FR,"116,186 views",6.5K,71,True,"['atelier de roxane', 'latelier de roxane', 'roxane et loic', ""tiktok l'atelier de roxane"", 'tik tok', 'activités en famille', 'life hacks', 'life hacks tiktok', 'life hacks tiktok de noël', 'video atelier de roxane', 'tik tok roxane', 'je teste', 'video tiktok', 'hacks tiktok', 'tiktok life hacks', 'video roxane', 'video en couple', 'roxane couple', 'ninous']",2
